OBJECTID,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,X,Y,RENDER
2726,2020/01/25 00:00:00+00,0200,3,Slight,NONE,Other,2,1,0,1,0,0,0,358156,171512,CYC
2727,2020/03/12 00:00:00+00,1550,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,362180,176982,CARS
2728,2020/01/19 00:00:00+00,1455,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,354451,177343,CYC
2729,2019/01/16 00:00:00+00,0755,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358957,172962,A
2730,2019/09/25 23:00:00+00,0850,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359151,175691,CYC
2731,2019/09/26 23:00:00+00,1800,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361957,170322,A
2732,2019/12/02 00:00:00+00,0810,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,361575,173515,CYC
2733,2019/10/21 23:00:00+00,1215,3,Slight,PV,Public Service Vehicle (e.g. bus) passenger ¿ no collis,2,8,0,0,0,0,0,359460,173104,CARS
2734,2019/06/09 23:00:00+00,1415,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,361054,174964,E
2735,2020/02/12 00:00:00+00,1753,3,Slight,NT,Nose to Tail,2,4,0,0,0,3,0,361998,176841,CARS
2736,2020/02/13 00:00:00+00,1800,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,361180,174632,CYC
2737,2020/02/22 00:00:00+00,1300,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,356517,176239,CYC
2738,2020/02/21 00:00:00+00,1938,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359095,172567,CYC
2739,2020/03/25 00:00:00+00,0503,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,0,0,361185,171534,CARS
2740,2020/03/07 00:00:00+00,2230,3,Slight,HO,Head On,2,2,0,0,0,0,0,363780,175618,CARS
2741,2020/03/23 00:00:00+00,0735,2,Serious,E,Elderly pedestrian,1,1,1,0,0,0,1,355254,177376,E
2742,2020/04/13 23:00:00+00,1540,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358676,168524,A
2743,2020/02/28 00:00:00+00,1915,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,361463,171457,CARS
2744,2020/02/29 00:00:00+00,1933,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,351919,177461,MCYC
2745,2020/03/06 00:00:00+00,1005,3,Slight,HO,Head On,3,1,0,0,0,0,0,356594,173937,CARS
2746,2020/02/28 00:00:00+00,1630,3,Slight,O,Overtaking,2,1,0,0,1,0,0,361438,172073,MCYC
2747,2020/03/01 00:00:00+00,1710,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,1,0,360359,169136,CARS
2748,2020/03/06 00:00:00+00,1750,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358830,169710,A
2749,2020/04/19 23:00:00+00,0130,3,Slight,NONE,Other,2,1,1,0,0,0,0,362358,172851,CARS
2750,2020/04/20 23:00:00+00,0700,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,354548,177201,CYC
2751,2020/01/20 00:00:00+00,1545,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,360278,171273,CYC
2752,2020/01/21 00:00:00+00,0845,2,Serious,J,Turning movement ¿ unidentified priority,1,1,1,0,0,0,0,357037,171605,CARS
2753,2020/01/21 00:00:00+00,1041,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,360765,172783,CYC
2754,2020/01/13 00:00:00+00,0800,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,361293,173793,CYC
2755,2020/02/21 00:00:00+00,1645,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,358294,172906,MCYC
2756,2020/01/21 00:00:00+00,1820,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357815,173827,CYC
2757,2020/04/27 23:00:00+00,1045,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,354116,177825,MCYC
2758,2020/04/27 23:00:00+00,1727,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,351818,179178,MCYC
2759,2020/04/10 23:00:00+00,0855,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,363581,176040,A
2760,2020/01/27 00:00:00+00,1935,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,360482,173510,CYC
2761,2020/02/22 00:00:00+00,1300,3,Slight,J2,Turning Movement from minor road,3,1,0,0,0,0,0,362211,174130,CARS
2762,2020/01/29 00:00:00+00,2047,3,Slight,NONE,Other,2,1,0,1,0,1,0,358562,169366,CYC
2763,2020/01/31 00:00:00+00,2307,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358336,172853,CYC
2764,2020/03/20 00:00:00+00,1420,2,Serious,J2,Turning Movement from minor road,2,1,0,0,1,0,0,358728,178628,MCYC
2765,2020/04/11 23:00:00+00,1200,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,362738,171427,MCYC
2766,2020/02/05 00:00:00+00,1230,3,Slight,A,Adult pedestrian,2,1,1,0,0,0,0,351475,178147,A
2767,2019/08/23 23:00:00+00,0115,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361273,174973,A
2768,2019/12/06 00:00:00+00,1914,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,360079,174231,CYC
2769,2019/12/11 00:00:00+00,1616,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,1,359765,176166,MCYC
2770,2019/12/10 00:00:00+00,0140,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,362815,175497,CARS
2771,2020/04/27 23:00:00+00,1915,3,Slight,LC,Loss of Control,2,1,0,1,1,0,0,360391,177525,CYC
2772,2020/02/02 00:00:00+00,0050,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357861,173183,A
2773,2019/08/24 23:00:00+00,1834,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360244,174230,CARS
2774,2020/03/11 00:00:00+00,1720,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,357836,174008,E
2775,2020/02/17 00:00:00+00,1830,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,362911,175071,CARS
2776,2020/03/12 00:00:00+00,1810,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358762,171747,A
2777,2019/12/16 00:00:00+00,0815,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,362691,170301,A
2778,2019/12/16 00:00:00+00,1841,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,361733,175074,CARS
2779,2019/06/04 23:00:00+00,2117,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,360952,174101,CARS
2780,2020/01/08 00:00:00+00,0945,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,359723,173176,MCYC
2781,2019/01/10 00:00:00+00,2010,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,360493,174317,CYC
2782,2019/01/10 00:00:00+00,1600,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,359679,176772,CARS
2783,2020/01/08 00:00:00+00,1851,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,362464,171498,A
2784,2020/01/09 00:00:00+00,0940,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,359829,173837,CARS
2785,2020/02/23 00:00:00+00,2110,2,Serious,HO,Head On,2,1,0,0,0,0,0,362377,175294,CARS
2786,2020/01/09 00:00:00+00,1750,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,364119,176240,CYC
2787,2019/12/21 00:00:00+00,1930,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361418,175157,A
2788,2020/03/12 00:00:00+00,1840,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359385,176355,CARS
2789,2020/01/11 00:00:00+00,0815,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,358338,171493,E
2790,2020/01/09 00:00:00+00,2000,3,Slight,HO,Head On,2,1,0,0,1,0,0,360027,176194,MCYC
2791,2020/01/14 00:00:00+00,0944,3,Slight,A,Adult pedestrian,2,1,0,0,0,0,0,358872,171532,A
2792,2020/01/14 00:00:00+00,0815,3,Slight,HO,Head On,1,1,1,0,0,0,0,357651,175837,CARS
2793,2020/01/15 00:00:00+00,0830,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358291,172901,CYC
2794,2020/01/16 00:00:00+00,0800,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360562,175375,C
2795,2020/03/05 00:00:00+00,1940,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359648,177354,A
2796,2020/01/15 00:00:00+00,1832,3,Slight,A,Adult pedestrian,1,1,1,0,1,0,0,358260,172060,A
2797,2020/01/15 00:00:00+00,1836,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,359318,172609,CARS
2798,2020/02/13 00:00:00+00,2010,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,362187,170446,CARS
2799,2020/01/18 00:00:00+00,1518,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,358685,172880,E
2800,2019/09/09 23:00:00+00,1614,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359166,172806,CYC
2801,2020/02/12 00:00:00+00,0730,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359490,173306,A
2802,2020/02/06 00:00:00+00,0828,3,Slight,NONE,Other,2,1,0,1,0,0,0,361394,171080,CYC
2803,2019/09/15 23:00:00+00,0005,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,357689,174226,MCYC
2804,2019/09/12 23:00:00+00,0724,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359902,176055,A
2805,2019/09/13 23:00:00+00,0840,3,Slight,LC,Loss of Control,1,1,0,0,0,0,1,358068,171070,CARS
2806,2019/09/10 23:00:00+00,1820,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,363545,175354,CYC
2807,2019/09/12 23:00:00+00,1617,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,360883,170111,MCYC
2808,2020/01/09 00:00:00+00,1015,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,360200,174246,CARS
2809,2019/12/22 00:00:00+00,1357,3,Slight,LC,Loss of Control,2,1,0,0,0,0,1,357828,175563,CARS
2810,2019/09/12 23:00:00+00,1630,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,1,354050,179515,CARS
2811,2019/09/24 23:00:00+00,1012,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,358447,172082,CYC
2812,2019/10/10 23:00:00+00,1315,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,1,361484,175139,MCYC
2813,2020/02/16 00:00:00+00,1856,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,359676,172194,CARS
2814,2020/01/24 00:00:00+00,1732,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,362167,170458,CARS
2815,2020/01/25 00:00:00+00,1020,3,Slight,HO,Head On,3,3,0,0,0,0,2,363875,174805,CARS
2816,2019/09/25 23:00:00+00,0809,3,Slight,NONE,Other,2,1,0,1,0,0,0,357856,173308,CYC
2817,2019/12/02 00:00:00+00,1135,2,Serious,E,Elderly pedestrian,1,1,1,0,0,0,1,356423,169313,E
2818,2020/01/28 00:00:00+00,1341,3,Slight,LC,Loss of Control,2,1,0,0,0,0,1,360405,167917,CARS
2819,2019/08/16 23:00:00+00,1250,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,358610,169432,MCYC
2820,2019/08/28 23:00:00+00,2102,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,0,0,359175,172799,CARS
2821,2020/02/02 00:00:00+00,1537,3,Slight,J1,Turning Movement from major road,2,2,0,0,0,0,0,359244,169492,CARS
2822,2019/12/18 00:00:00+00,1800,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,356821,171846,CARS
2823,2019/12/20 00:00:00+00,1215,3,Slight,NONE,Other,2,1,0,0,0,0,0,359010,173561,CARS
2824,2019/12/20 00:00:00+00,0725,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,356575,171528,CARS
2825,2020/01/11 00:00:00+00,0740,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,358245,172975,CYC
2826,2019/10/05 23:00:00+00,1723,3,Slight,NT,Nose to Tail,2,3,0,0,0,0,1,361208,175260,CARS
2827,2019/10/20 23:00:00+00,0950,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,362248,171034,MCYC
2828,2019/10/21 23:00:00+00,1105,2,Serious,E,Elderly pedestrian,1,1,1,0,0,0,1,360651,170830,E
2829,2020/02/07 00:00:00+00,0705,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,360086,170153,A
2830,2019/10/23 23:00:00+00,0011,2,Serious,LC,Loss of Control,1,1,0,0,0,0,0,361193,175539,CARS
2831,2019/10/09 23:00:00+00,1750,3,Slight,NONE,Other,2,1,0,0,0,0,0,362290,172581,CARS
2832,2019/10/26 23:00:00+00,1225,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,358151,172475,C
2833,2020/02/03 00:00:00+00,1730,3,Slight,NONE,Other,2,2,0,0,1,0,0,363550,175983,MCYC
2834,2020/02/26 00:00:00+00,1500,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,358072,170199,MCYC
2835,2019/11/02 00:00:00+00,2037,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,358149,173091,CYC
2836,2019/11/02 00:00:00+00,2100,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358669,172691,A
2837,2019/10/02 23:00:00+00,1606,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,357651,171823,CYC
2838,2020/02/09 00:00:00+00,0029,2,Serious,NONE,Other,1,4,0,0,0,0,0,353293,177527,CARS
2839,2019/11/02 00:00:00+00,1100,3,Slight,NT,Nose to Tail,3,2,0,0,0,0,0,359025,174404,CARS
2840,2019/11/05 00:00:00+00,1825,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,357792,176663,C
2841,2020/03/02 00:00:00+00,0720,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360433,172463,CYC
2842,2019/11/09 00:00:00+00,1910,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,358929,178418,CARS
2843,2019/11/12 00:00:00+00,2334,3,Slight,J,Turning movement ¿ unidentified priority,3,1,0,1,0,0,0,358682,173455,CYC
2844,2019/11/05 00:00:00+00,1730,3,Slight,NT,Nose to Tail,4,2,0,0,0,0,0,352407,177495,CARS
2845,2019/11/14 00:00:00+00,0831,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,356887,179136,C
2846,2019/11/18 00:00:00+00,1805,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360925,174722,A
2847,2019/11/12 00:00:00+00,0930,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,356696,168228,C
2848,2020/10/06 23:00:00+00,1149,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359876,173246,A
2849,2020/10/07 23:00:00+00,0830,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,359994,173648,C
2850,2020/10/08 23:00:00+00,2129,3,Slight,O,Overtaking,2,1,0,1,0,0,1,360904,173140,CYC
2851,2020/10/09 23:00:00+00,1650,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358240,173772,A
2852,2020/10/09 23:00:00+00,1250,3,Slight,J1,Turning Movement from major road,2,2,0,1,0,0,0,358291,172910,CYC
2853,2020/10/10 23:00:00+00,0021,3,Slight,LC,Loss of Control,1,4,0,0,0,1,0,362250,177034,CARS
2854,2020/10/12 23:00:00+00,1740,2,Serious,O,Overtaking,2,1,0,0,1,0,0,363120,173696,MCYC
2855,2020/10/12 23:00:00+00,0826,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,1,358930,178423,CARS
2856,2020/11/13 00:00:00+00,1350,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,358200,173122,MCYC
2857,2020/10/13 23:00:00+00,1300,3,Slight,O,Overtaking,2,1,0,0,1,0,0,357931,173247,MCYC
2858,2020/10/14 23:00:00+00,2234,2,Serious,O,Overtaking,2,1,0,1,0,0,0,358968,174522,CYC
2859,2020/12/02 00:00:00+00,0848,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,360803,170543,MCYC
2860,2020/10/16 23:00:00+00,0726,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,360145,174300,CARS
2861,2020/10/16 23:00:00+00,1335,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358409,171709,CYC
2862,2020/11/17 00:00:00+00,1150,3,Slight,HO,Head On,2,2,0,0,0,0,0,356187,167938,CARS
2863,2020/10/18 23:00:00+00,1107,3,Slight,J1,Turning Movement from major road,3,2,0,0,0,0,0,361231,174932,CARS
2864,2021/03/02 00:00:00+00,1029,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,361880,174301,MCYC
2865,2020/10/20 23:00:00+00,1145,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,361732,171231,CARS
2866,2020/10/23 23:00:00+00,1332,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359943,171806,CYC
2867,2020/10/23 23:00:00+00,1405,3,Slight,NT,Nose to Tail,4,2,0,0,0,0,0,361192,175617,CARS
2868,2020/10/23 23:00:00+00,0929,2,Serious,NONE,Other,2,1,0,1,0,1,0,358072,169721,CYC
2869,2020/09/20 23:00:00+00,1450,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,363224,173309,CARS
2870,2020/09/20 23:00:00+00,0630,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360507,173987,CARS
2871,2020/09/24 23:00:00+00,1500,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,359769,174281,CYC
2872,2020/11/07 00:00:00+00,1745,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359100,172888,CARS
2873,2021/04/28 23:00:00+00,1423,3,Slight,O,Overtaking,3,2,0,0,0,0,2,360703,170772,CARS
2874,2021/04/30 23:00:00+00,0040,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,0,0,359052,173513,CARS
2875,2021/05/05 23:00:00+00,1055,2,Serious,J1,Turning Movement from major road,2,1,0,0,0,0,0,357829,168286,CARS
2876,2021/05/03 23:00:00+00,1840,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357955,175754,CYC
2877,2021/07/19 23:00:00+00,1320,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,356763,171676,CARS
2878,2021/07/01 23:00:00+00,1449,3,Slight,NONE,Other,2,1,0,0,1,0,0,358712,174278,MCYC
2879,2021/07/12 23:00:00+00,1400,3,Slight,A,Adult pedestrian,2,1,1,0,0,0,0,357640,171496,A
2880,2021/07/14 23:00:00+00,2030,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,359518,173586,CARS
2881,2021/07/17 23:00:00+00,1100,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,1,0,359308,177455,CARS
2882,2021/06/08 23:00:00+00,2259,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,360766,174562,CARS
2883,2021/06/30 23:00:00+00,1131,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,363199,175236,CARS
2884,2021/07/06 23:00:00+00,1348,3,Slight,NT,Nose to Tail,2,3,0,0,0,0,0,362983,171181,CARS
2885,2021/06/17 23:00:00+00,1021,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,361118,171612,CARS
2886,2021/06/27 23:00:00+00,1645,3,Slight,HO,Head On,2,1,0,1,0,0,0,363835,172970,CYC
2887,2021/07/19 23:00:00+00,1250,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,358859,172790,MCYC
2888,2021/07/14 23:00:00+00,1640,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,362258,173596,MCYC
2889,2021/07/20 23:00:00+00,0915,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359223,174117,A
2890,2021/07/20 23:00:00+00,1140,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,358986,174953,MCYC
2891,2021/07/21 23:00:00+00,0650,3,Slight,HO,Head On,2,1,0,1,0,0,0,357668,174716,CYC
2892,2021/07/20 23:00:00+00,1851,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,363620,174821,C
2893,2021/07/23 23:00:00+00,1715,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,358878,174609,CARS
2894,2021/07/24 23:00:00+00,1228,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,356926,177550,CARS
2895,2021/07/11 23:00:00+00,1502,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359311,173989,CYC
2896,2021/01/11 00:00:00+00,1314,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,362015,175121,MCYC
2897,2021/08/04 23:00:00+00,0640,3,Slight,NONE,Other,2,1,0,0,0,0,0,356831,168214,CARS
2898,2021/07/30 23:00:00+00,1750,2,Serious,C,Child pedestrian,1,1,1,0,0,1,0,359188,169988,C
2899,2021/08/06 23:00:00+00,1155,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,356584,173722,CYC
2900,2021/12/07 00:00:00+00,0919,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,359195,169544,CARS
2901,2021/12/21 00:00:00+00,2125,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,352407,177495,CARS
2902,2021/08/10 23:00:00+00,1225,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,363306,175804,A
2903,2021/08/10 23:00:00+00,1805,3,Slight,J,Turning movement ¿ unidentified priority,3,1,0,0,0,0,0,359721,173182,CARS
2904,2021/12/21 00:00:00+00,1143,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,360496,171073,CARS
2905,2021/08/01 23:00:00+00,1320,3,Slight,A,Adult pedestrian,1,2,1,0,0,0,1,361560,168760,A
2906,2021/08/17 23:00:00+00,1112,3,Slight,J,Turning movement ¿ unidentified priority,3,2,0,2,0,0,0,357012,173271,CYC
2907,2021/08/20 23:00:00+00,1908,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,360163,174567,CARS
2908,2021/08/21 23:00:00+00,2017,3,Slight,NONE,Other,1,1,1,0,0,1,0,358122,167304,CARS
2909,2021/08/22 23:00:00+00,1510,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,359717,176197,C
2910,2021/08/24 23:00:00+00,0830,3,Slight,NONE,Other,2,1,0,1,0,0,0,357998,173200,CYC
2911,2021/08/25 23:00:00+00,1620,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,356814,171844,CARS
2912,2021/08/26 23:00:00+00,0949,3,Slight,NONE,Other,4,2,0,0,0,0,1,360342,167725,CARS
2913,2021/09/04 23:00:00+00,2059,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,358838,176518,CARS
2914,2021/09/06 23:00:00+00,0813,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,363266,173267,CYC
2915,2021/09/07 23:00:00+00,1400,3,Slight,NONE,Other,2,1,0,0,0,0,0,358659,172667,CARS
2916,2021/08/30 23:00:00+00,2053,2,Serious,NONE,Other,2,1,0,0,0,0,0,359351,172568,CARS
2917,2021/09/09 23:00:00+00,2025,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,363657,169823,CARS
2918,2021/09/10 23:00:00+00,2215,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,359618,172260,A
2919,2021/09/13 23:00:00+00,0925,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,362010,176305,CARS
2920,2021/09/15 23:00:00+00,1520,3,Slight,NONE,Other,2,1,0,1,0,1,0,356731,171367,CYC
2921,2019/06/11 23:00:00+00,2307,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360689,173742,A
2922,2019/05/04 23:00:00+00,2310,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,362150,168224,CARS
2923,2019/06/20 23:00:00+00,1821,3,Slight,J2,Turning Movement from minor road,2,1,0,1,1,0,0,359113,171798,CYC
2924,2019/06/23 23:00:00+00,0840,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,358538,169301,C
2925,2019/03/15 00:00:00+00,0925,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,360138,173593,CARS
2926,2019/03/17 00:00:00+00,2154,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,363358,173707,CARS
2927,2020/03/20 00:00:00+00,1530,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,357014,168196,MCYC
2928,2020/06/08 23:00:00+00,1930,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,360077,174298,CARS
2929,2020/05/19 23:00:00+00,1415,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,360968,173632,CARS
2930,2020/06/16 23:00:00+00,1930,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,358078,174081,MCYC
2931,2020/02/24 00:00:00+00,1520,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,358967,173372,E
2932,2020/06/17 23:00:00+00,0745,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,358837,173602,CYC
2933,2020/06/19 23:00:00+00,1317,3,Slight,NONE,Other,2,1,0,1,0,0,0,357317,171969,CYC
2934,2020/06/20 23:00:00+00,1105,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,356867,171848,CARS
2935,2020/05/19 23:00:00+00,1515,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,362551,175359,CARS
2936,2020/03/05 00:00:00+00,1000,3,Slight,O,Overtaking,2,1,0,1,0,0,0,359539,171978,CYC
2937,2020/06/22 23:00:00+00,0802,3,Slight,NT,Nose to Tail,3,1,0,1,0,0,0,360805,174618,CYC
2938,2020/06/21 23:00:00+00,1645,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,360941,174741,CYC
2939,2020/05/21 23:00:00+00,1834,3,Slight,LC,Loss of Control,1,3,0,0,0,0,0,356094,176286,CARS
2940,2020/05/30 23:00:00+00,1930,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,0,0,357877,167553,CARS
2941,2020/06/06 23:00:00+00,0345,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,357591,173914,CARS
2942,2020/05/23 23:00:00+00,1740,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358197,173036,CYC
2943,2020/06/25 23:00:00+00,2200,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,360189,175753,CYC
2944,2020/06/20 23:00:00+00,1440,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358408,171708,CYC
2945,2020/06/22 23:00:00+00,1130,3,Slight,O,Overtaking,2,1,0,1,0,0,0,357752,173939,CYC
